index	claim	evidence	label
586	Aspirin inhibits the production of PGE2.	The mechanisms by which melanoma and other cancer cells evade anti-tumor immunity remain incompletely understood. Pre-clinical data demonstrate that inhibition of COX synergizes with anti-PD-1 blockade in inducing eradication of tumors, implying that COX inhibitors could be useful adjuvants for immune-based therapies in cancer patients. This mouse COX-dependent inflammatory signature is remarkably conserved in human cutaneous melanoma biopsies, arguing for COX activity as a driver of immune suppression across species. Here, we show that the growth of tumors formed by mutant Braf(V600E) mouse melanoma cells in an immunocompetent host requires their production of prostaglandin E2, which suppresses immunity and fuels tumor-promoting inflammation. Genetic ablation of cyclooxygenases (COX) or prostaglandin E synthases in Braf(V600E) mouse melanoma cells, as well as in Nras(G12D) melanoma or in breast or colorectal cancer cells, renders them susceptible to immune control and provokes a shift in the tumor inflammatory profile toward classic anti-cancer immune pathways.	NOT_ENOUGH_INFO
587	Asymptomatic visual impairment screening in elderly populations does not lead to improved vision.	The inclusion of a visual screening component in the assessment did not result in improvements in self reported visual problems (pooled odds ratio 1.04:95% confidence interval 0.89 to 1.22). CONCLUSIONS Screening of asymptomatic older people in the community is not justified on present evidence.	SUPPORTS
588	Auditory entrainment is strengthened when people see congruent visual and auditory information.	UNLABELLED Congruent audiovisual speech enhances our ability to comprehend a speaker, even in noise-free conditions. When incongruent auditory and visual information is presented concurrently, it can hinder a listener's perception and even cause him or her to perceive information that was not presented in either modality. We demonstrate that the cortical representation of the speech envelope is enhanced by the presentation of congruent audiovisual speech in noise-free conditions. Finally, our data suggest that neural entrainment to the speech envelope is inhibited when the auditory and visual streams are incongruent both temporally and contextually.    SIGNIFICANCE STATEMENT Seeing a speaker's face as he or she talks can greatly help in understanding what the speaker is saying. Specifically, we show that the brain's representation of auditory speech is enhanced when the accompanying visual speech signal shares the same timing.	SUPPORTS
589	Autologous transplantation of mesenchymal stem cells causes fewer opportunistic infections than induction therapy with anti-interleukin-2 receptor antibodies.	Also, during the 1-year follow-up, combined analysis of MSC-treated groups revealed significantly decreased risk of opportunistic infections than the control group (hazard ratio, 0.42; 95% CI, 0.20-0.85, P=.02)   CONCLUSION Among patients undergoing renal transplant, the use of autologous MSCs compared with anti-IL-2 receptor antibody induction therapy resulted in lower incidence of acute rejection, decreased risk of opportunistic infection, and better estimated renal function at 1 year.   	SUPPORTS
590	Autologous transplantation of mesenchymal stem cells has lower rates of rejection than induction therapy with anti-interleukin-2 receptor antibodies.	After 6 months, 4 of 53 patients (7.5%) in the autologous MSC plus standard-dose CNI group (95% CI, 0.4%-14.7%; P = .04) and 4 of 52 patients (7.7%) in the low-dose group (95% CI, 0.5%-14.9%; P = .046) compared with 11 of 51 controls (21.6%; 95% CI, 10.5%-32.6%) had biopsy-confirmed acute rejection. Also, during the 1-year follow-up, combined analysis of MSC-treated groups revealed significantly decreased risk of opportunistic infections than the control group (hazard ratio, 0.42; 95% CI, 0.20-0.85, P=.02)   CONCLUSION Among patients undergoing renal transplant, the use of autologous MSCs compared with anti-IL-2 receptor antibody induction therapy resulted in lower incidence of acute rejection, decreased risk of opportunistic infection, and better estimated renal function at 1 year.   	SUPPORTS
591	Autophagy declines in aged organisms.	We have previously found that CMA activity declines in aged organisms and have proposed that this failure in cellular clearance could contribute to the accumulation of altered proteins, the abnormal cellular homeostasis and, eventually, the functional loss characteristic of aged organisms.	SUPPORTS
592	Bariatric surgery has a positive impact on mental health.	Bariatric surgery was, however, consistently associated with postoperative decreases in the prevalence of depression (7 studies; 8%-74% decrease) and the severity of depressive symptoms (6 studies; 40%-70% decrease).    Moderate-quality evidence supports an association between bariatric surgery and lower rates of depression postoperatively.	SUPPORTS
593	Birth-weight is positively associated with breast cancer.	Birth weight was positively associated with breast cancer risk in studies based on birth records (pooled relative risk [RR] per one standard deviation [SD] [= 0.5 kg] increment in birth weight: 1.06; 95% confidence interval [CI] 1.02-1.09) and parental recall when the participants were children (1.02; 95% CI 0.99-1.05), but not in those based on adult self-reports, or maternal recall during the woman's adulthood (0.98; 95% CI 0.95-1.01) (p for heterogeneity between data sources = 0.003). Relative to women who weighed 3.000-3.499 kg, the risk was 0.96 (CI 0.80-1.16) in those who weighed < 2.500 kg, and 1.12 (95% CI 1.00-1.25) in those who weighed > or = 4.000 kg (p for linear trend = 0.001) in birth record data. CONCLUSIONS This pooled analysis of individual participant data is consistent with birth size, and in particular birth length, being an independent correlate of breast cancer risk in adulthood.	SUPPORTS
594	Birth-weight is positively associated with breast cancer.	RESULTS We found that heavier birth weights were associated with increased breast cancer risk, with studies involving five categories of birth weight identifying odds ratios (ORs) of 1.24 (95% confidence interval [CI] 1.04 to 1.48) for 4,000 g or more and 1.15 (95% CI 1.04 to 1.26) for 3,500 g to 3,999 g, relative to a birth weight of 2,500 to 2,599 g. These studies provided no support for a J-shaped relationship of birthweight to risk. CONCLUSION Our findings provide some support for the hypothesis that in utero exposures reflective of higher endogenous hormone levels could affect risk for development of breast cancer in adulthood.	SUPPORTS
595	Blocking the interaction between TDP-43 and respiratory complex I proteins ND3 and ND6 leads to increased TDP-43-induced neuronal loss.	The suppression of TDP-43 mitochondrial localization abolishes WT and mutant TDP-43-induced mitochondrial dysfunction and neuronal loss, and improves phenotypes of transgenic mutant TDP-43 mice.	REFUTES
596	Bone marrow cells contribute to adult macrophage compartments.	We also found that after bone marrow transplantation, host macrophages retained the capacity to expand when the development of donor macrophages was compromised.	REFUTES
597	CCL19 is absent within dLNs.	Adhesive random migration and directional steering cooperate to produce dynamic but spatially restricted locomotion patterns closely resembling the cellular dynamics observed in secondary lymphoid organs. The surface-immobilized form of the chemokine CCL21, the heparan sulfate-anchoring ligand of the CC-chemokine receptor 7 (CCR7), caused random movement of DCs that was confined to the chemokine-presenting surface because it triggered integrin-mediated adhesion.	NOT_ENOUGH_INFO
598	CR is associated with higher methylation age.	Epigenetic information encoded by DNA methylation is tightly regulated, but shows a striking drift associated with age that includes both gains and losses of DNA methylation at various sites. Twenty-two to 30-year-old rhesus monkeys exposed to 30% caloric restriction since 7-14 years of age showed attenuation of age-related methylation drift compared to ad libitum-fed controls such that their blood methylation age appeared 7 years younger than their chronologic age. Even more pronounced effects were seen in 2.7-3.2-year-old mice exposed to 40% caloric restriction starting at 0.3 years of age. Caloric restriction has been shown to increase lifespan in mammals. Here, the authors provide evidence that age-related methylation drift correlates with lifespan and that caloric restriction in mice and rhesus monkeys results in attenuation of age-related methylation drift.	REFUTES
599	CRP is not predictive of postoperative mortality following Coronary Artery Bypass Graft (CABG) surgery.	Using a cost effectiveness threshold of pound20,000- pound30,000 (euro22,000-euro33,000; $32,000-$48,000) per additional QALY, a prioritisation strategy using a risk score with estimated glomerular filtration rate was the most cost effective strategy (cost per additional QALY was < pound410 compared with the Ontario urgency score). DESIGN Decision analytical model comparing four prioritisation strategies without biomarkers (no formal prioritisation, two urgency scores, and a risk score) and three strategies based on a risk score using biomarkers: a routinely assessed biomarker (estimated glomerular filtration rate), a novel biomarker (C reactive protein), or both. OBJECTIVE To determine the effectiveness and cost effectiveness of using information from circulating biomarkers to inform the prioritisation process of patients with stable angina awaiting coronary artery bypass graft surgery.   	NOT_ENOUGH_INFO
600	CX3CR1 on the Th2 cells impairs T cell survival	We found that CX3CR1 signaling promoted T(H)2 survival in the inflamed lungs, and injection of B cell leukemia/lymphoma-2 protein (BCl-2)-transduced CX3CR1-deficient T(H)2 cells into CX3CR1-deficient mice restored asthma.	REFUTES
601	CX3CR1 on the Th2 cells promotes T cell survival	We found that CX3CR1 signaling promoted T(H)2 survival in the inflamed lungs, and injection of B cell leukemia/lymphoma-2 protein (BCl-2)-transduced CX3CR1-deficient T(H)2 cells into CX3CR1-deficient mice restored asthma.	SUPPORTS
602	Cataract and trachoma are the primary cause of blindness in Southern Sudan.	We aimed to estimate the prevalence of blindness and low vision, identify the main causes of blindness and low vision, and estimate targets for blindness prevention programs in Mankien payam (district), southern Sudan. However, the magnitude and geographical distribution are largely unknown.	NOT_ENOUGH_INFO
603	Cell autonomous sex determination in somatic cells does not occur in Galliformes.	These studies demonstrated that gynandromorph birds are genuine male:female chimaeras, and indicated that male and female avian somatic cells may have an inherent sex identity. In an example where female tissue was transplanted into a male host, donor cells contributing to the developing testis retained a female identity and expressed a marker of female function. Our study demonstrates that avian somatic cells possess an inherent sex identity and that, in birds, sexual differentiation is substantively cell autonomous.	REFUTES
604	Cell autonomous sex determination in somatic cells occurs in Passeriformes.	These studies demonstrated that gynandromorph birds are genuine male:female chimaeras, and indicated that male and female avian somatic cells may have an inherent sex identity. In an example where female tissue was transplanted into a male host, donor cells contributing to the developing testis retained a female identity and expressed a marker of female function. Our study demonstrates that avian somatic cells possess an inherent sex identity and that, in birds, sexual differentiation is substantively cell autonomous.	SUPPORTS
605	Cells lacking clpC have a defect in sporulation efficiency in Bacillus subtilis.	More recently, transcriptional profiling uncovered additional sporulation-induced genes required for successful spore development. To investigate their functions, we used fluorescence microscopy to survey early, middle, and late stages of differentiation of null mutants from the B. subtilis ordered knockout collection.	NOT_ENOUGH_INFO
606	Cells undergoing methionine restriction may activate miRNAs.	This might be partially explained by new interactions of miRNA/Argonaute complexes with RNA-binding proteins that relocate from different subcellular compartments during stress. Emerging data suggest that microRNAs (miRNAs) are instrumental in a variety of stress responses in addition to their more recognized role in development. Surprisingly, miRNAs, which normally suppress expression of target transcripts, may become activators of expression during stress.	NOT_ENOUGH_INFO
607	Cellular aging closely links to an older appearance.	Perceived age, controlled for chronological age and sex, also correlated significantly with physical and cognitive functioning as well as with leucocyte telomere length.    CONCLUSION Perceived age-which is widely used by clinicians as a general indication of a patient's health-is a robust biomarker of ageing that predicts survival among those aged >or=70 and correlates with important functional and molecular ageing phenotypes.	SUPPORTS
608	Chenodeosycholic acid treatment reduces whole-body energy expenditure.	In rodents, BAT can be activated by bile acids, which activate type 2 iodothyronine deiodinase (D2) in BAT via the G-coupled protein receptor TGR5, resulting in increased oxygen consumption and energy expenditure. Treatment of 12 healthy female subjects with CDCA for 2 days resulted in increased BAT activity. Whole-body energy expenditure was also increased upon CDCA treatment.	REFUTES
609	Chronic aerobic exercise alters endothelial function, improving vasodilating mechanisms mediated by NO.	Relaxation to the endothelium-dependent vasodilator bradykinin was decreased (P<0.05) in arterioles isolated from collateral-dependent LCx versus nonoccluded LAD regions of SED animals. CONCLUSIONS These data indicate that exercise training enhances bradykinin-mediated relaxation of collateral-dependent LCx arterioles isolated after chronic coronary occlusion, most likely because of effects on ecNOS mRNA expression and increased production of NO.	SUPPORTS
610	Chronic aerobic exercise alters endothelial function, improving vasodilating mechanisms mediated by NO.	CONCLUSIONS These results suggest that exercise training enhances bradykinin-induced vasodilation through increased endothelium-derived relaxing factor/nitric oxide production by the L-arginine/nitric oxide synthase pathway.	SUPPORTS
611	Cold exposure reduces BAT recruitment.	Molecular mechanisms underlying the cold-associated high cardiovascular risk remain unknown. Furthermore, marked increase of inflammatory cells and plaque-associated microvessels were detected in the cold-acclimated ApoE(-/-) and Ldlr(-/-) mice, leading to plaque instability. These findings provide mechanistic insights on low-temperature-associated cardiovascular risks. Cold acclimation markedly reduced plasma levels of adiponectin, and systemic delivery of adiponectin protected ApoE(-/-) mice from plaque development. Deletion of uncoupling protein 1 (UCP1), a key mitochondrial protein involved in thermogenesis in brown adipose tissue (BAT), in the ApoE(-/-) strain completely protected mice from the cold-induced atherosclerotic lesions. Here, we show that the cold-triggered food-intake-independent lipolysis significantly increased plasma levels of small low-density lipoprotein (LDL) remnants, leading to accelerated development of atherosclerotic lesions in mice.	NOT_ENOUGH_INFO
612	Combining phosphatidylinositide 3-kinase and MEK 1/2 inhibitors is effective at treating KRAS mutant tumors.	In summary, NVP-BEZ235 inhibits the PI3K/mTOR axis and results in antiproliferative and antitumoral activity in cancer cells with both wild-type and mutated p110-alpha.	SUPPORTS
613	Commelina yellow mottle virus' (ComYMV) genome consists of 7489 baise pairs.	Analysis of the genome sequence indicates that the genome is 7489 bp in size and that the transcribed strand contains three open reading frames capable of encoding proteins of 23, 15 and 216 kd.	SUPPORTS
614	Crossover hot spots are not found within gene promoters in Saccharomyces cerevisiae.	Southern blot assays of DSBs in selected regions in dmc1Δ, rad50S, and wild-type cells confirm these findings. Comparisons of DSB signals in dmc1, dmc1 rad51, and dmc1 spo11 mutant strains identify Dmc1 as a critical strand-exchange activity genome-wide, and confirm previous conclusions that Spo11-induced lesions initiate all meiotic recombination. Although approximately 40% of the genome is DSB-cold in rad50S mutants, analysis of meiotic ssDNA from dmc1Δ shows that most of these regions have substantial DSB activity. Thus, DSBs are distributed much more uniformly than was previously believed. We therefore developed a novel method to map genome-wide, single-strand DNA (ssDNA)–associated DSBs that accumulate in processing-capable, repair-defective dmc1Δ and dmc1Δ rad51Δ mutants.	NOT_ENOUGH_INFO
615	Cytochrome c is released from the mitochondrial intermembrane space to cytosol during apoptosis.	Apoptosis that proceeds via the mitochondrial pathway involves mitochondrial outer membrane permeabilization (MOMP), responsible for the release of cytochrome c and other proteins of the mitochondrial intermembrane space.	SUPPORTS
616	Cytosolic proteins bind to iron-responsive elements on mRNAs coding for DMT1. Cytosolic proteins bind to iron-responsive elements on mRNAs coding for proteins involved in iron uptake.	We have previously identified iron-responsive element-binding protein 2 (IRP2) as an important COPD susceptibility gene and have shown that IRP2 protein is increased in the lungs of individuals with COPD. By integrating RNA immunoprecipitation followed by sequencing (RIP-seq), RNA sequencing (RNA-seq), and gene expression and functional enrichment clustering analysis, we identified Irp2 as a regulator of mitochondrial function in the lungs of mice. Chronic obstructive pulmonary disease (COPD) is linked to both cigarette smoking and genetic determinants.	NOT_ENOUGH_INFO
617	DMRT1 is a sex-determining gene that is epigenetically regulated by the MHM region.	Here we have examined three lateral gynandromorph chickens (a rare, naturally occurring phenomenon in which one side of the animal appears male and the other female) to investigate the sex-determining mechanism in birds. In an example where female tissue was transplanted into a male host, donor cells contributing to the developing testis retained a female identity and expressed a marker of female function. To test this hypothesis, we transplanted presumptive mesoderm between embryos of reciprocal sexes to generate embryos containing male:female chimaeric gonads.	NOT_ENOUGH_INFO
618	Deamination of cytidine to uridine on the minus strand of viral DNA results in catastrophic G-to-A mutations in the viral genome.	APOBEC3G is closely related to APOBEC1, the central component of an RNA-editing complex that deaminates a cytosine residue in apoB messenger RNA. Here, we demonstrate that it does, as APOBEC3G exerts its antiviral effect during reverse transcription to trigger G-to-A hypermutation in the nascent retroviral DNA.	SUPPORTS
619	Deleting Raptor reduces G-CSF levels.	MDSC regulation is widely variable even among patients harbouring the same type of malignancy, and the mechanisms governing such heterogeneity are largely unknown. These findings establish a non-canonical oncogenic role of mTOR signalling in recruiting pro-tumorigenic MDSCs and show how defined cancer subsets may evolve to promote and depend on a distinct immune microenvironment. Inhibiting this pathway or its activators (for example, FGFR) impairs tumour progression, which is partially rescued by restoring MDSCs or G-CSF. Tumour-initiating cells (TICs) exhibit elevated G-CSF.	NOT_ENOUGH_INFO
620	Deletion of αvβ8 does not result in a spontaneous inflammatory phenotype.	Treg-cell-specific deletion of integrin αvβ8 did not result in a spontaneous inflammatory phenotype, suggesting that this pathway is not important in Treg-cell-mediated maintenance of immune homeostasis.	SUPPORTS
621	Discrimination between the initiator and elongation tRNAs depends on the translation initiation factor IF3.	IF3 and tRNA undergo large conformational changes to facilitate the accommodation of the formylmethionyl-tRNA (fMet-tRNA(fMet)) into the P site for start codon recognition. In bacterial translational initiation, three initiation factors (IFs 1-3) enable the selection of initiator tRNA and the start codon in the P site of the 30S ribosomal subunit. Here, we report 11 single-particle cryo-electron microscopy (cryoEM) reconstructions of the complex of bacterial 30S subunit with initiator tRNA, mRNA, and IFs 1-3, representing different steps along the initiation pathway. IF1 provides key anchoring points for IF2 and IF3, thereby enhancing their activities.	NOT_ENOUGH_INFO
622	Downregulation and mislocalization of Scribble prevents cell transformation and mammary tumorigenesis.	Here, we demonstrate that depletion of Scribble in mammary epithelia disrupts cell polarity, blocks three-dimensional morphogenesis, inhibits apoptosis, and induces dysplasia in vivo that progress to tumors after long latency. In mammals, the role that polarity proteins play during tumorigenesis is not well understood. Thus, we demonstrate that scribble inhibits breast cancer formation and that deregulation of polarity pathways promotes dysplastic and neoplastic growth in mammals by disrupting morphogenesis and inhibiting cell death. Interestingly, spontaneous mammary tumors in mice and humans possess both downregulated and mislocalized Scribble. Loss of cell polarity proteins such as Scribble induces neoplasia in Drosophila by promoting uncontrolled proliferation. Like depletion, mislocalization of Scribble from cell-cell junction was sufficient to promote cell transformation.	NOT_ENOUGH_INFO
623	During the primary early antibody response activated B cells migrate toward the inner-and outer paracortical areas where oxysterol accumulation is generated by stromal cells.	Sphingosine-1-phosphate (S1P) promotes cell egress from the tissue, as well as marginal-zone B-cell positioning in the spleen. Remarkably, each of these events occurs in association with distinct stromal cells in separate subcompartments of the lymphoid tissue. B cells must migrate from niche to niche in a rapid and highly regulated manner to successfully mount a response. In this review, we discuss current understanding of the roles played by chemokines, S1P and EBI2 in the migration events that underlie humoral immune responses. The chemokine, CXCL13, plays a central role in guiding B cells to follicles whereas T-zone chemokines guide activated B cells to the T zone.	NOT_ENOUGH_INFO
624	Epigenetic modulating agents (EMAs) modulate antitumor immune response in a cancer model system.	Use of this combination treatment schema in mouse models of NSCLC reverses tumor immune evasion and modulates T cell exhaustion state towards memory and effector T cell phenotypes.	SUPPORTS
625	Errors in peripheral IV drug administration are most common during bolus administration and multiple-step medicine preparations.	Most errors occurred when giving bolus doses or making up drugs that required multiple step preparation.    A combination of reducing the amount of preparation on the ward, training, and technology to administer slow bolus doses would probably have the greatest effect on error rates.	SUPPORTS
626	Exposure to fine particulate air pollution is relate to anxiety prevalence.	Significantly increased odds of high anxiety symptoms were observed with higher exposure to PM2.5 for multiple averaging periods (for example, odds ratio per 10 µg/m(3) increase in prior one month average PM2.5: 1.12, 95% confidence interval 1.06 to 1.19; in prior 12 month average PM2.5: 1.15, 1.06 to 1.26). CONCLUSIONS Exposure to fine particulate matter (PM2.5) was associated with high symptoms of anxiety, with more recent exposures potentially more relevant than more distant exposures.	SUPPORTS
627	Febrile seizures increase the threshold for development of epilepsy.	Despite the high incidence of febrile seizures, their contribution to the development of epilepsy later in life has remained controversial.	NOT_ENOUGH_INFO
628	Febrile seizures reduce the threshold for development of epilepsy.	The long-lasting nature of these potent alterations in synaptic communication after febrile seizures does not support the prevalent view of the 'benign' nature of early-life febrile convulsions. Combining a new rat model of complex febrile seizures and patch clamp techniques, we determined that hyperthermia-induced seizures in the immature rat cause a selective presynaptic increase in inhibitory synaptic transmission in the hippocampus that lasts into adulthood. Despite the high incidence of febrile seizures, their contribution to the development of epilepsy later in life has remained controversial. Febrile (fever-induced) seizures affect 3–5% of infants and young children.	NOT_ENOUGH_INFO
629	Flexible molecules experience greater steric hindrance in the tumor microenviroment than rigid molecules.	Moreover, we used them to measure the ability of particles of different sizes to access the tumor. A prerequisite to understanding tumor pathophysiology is the ability to distinguish and monitor each component in dynamic studies. Here, we used multiphoton microscopy techniques and transgenic mice that expressed green fluorescent protein, and combined them with the use of quantum dot preparations. A solid tumor is an organ composed of cancer and host cells embedded in an extracellular matrix and nourished by blood vessels. These examples show the versatility of quantum dots for studying tumor pathophysiology and creating avenues for treatment. Finally, we successfully monitored the recruitment of quantum dot–labeled bone marrow–derived precursor cells to the tumor vasculature.	NOT_ENOUGH_INFO
630	Free histones are degraded by a Rad53-dependent mechanism once DNA has been replicated.	Although chromosomal histones are stable, excess (non-chromatin bound) histones are rapidly degraded in a Rad53 (radiation sensitive 53) kinase-dependent manner in Saccharomyces cerevisiae. Here we demonstrate that excess histones associate with Rad53 in vivo and seem to undergo modifications such as tyrosine phosphorylation and polyubiquitylation, before their proteolysis by the proteasome.	SUPPORTS
631	Functional consequences of genomic alterations due to Myelodysplastic syndrome (MDS) are poorly understood due to the lack of an animal model.	Here we report on the use of human-induced pluripotent stem cells (hiPSCs) for modelling gliomagenesis. Together, our results highlight the potential of hiPSCs for studying human tumourigenesis. Glioma tumour-initiating cells (GTICs) can originate upon the transformation of neural progenitor cells (NPCs). Recently, the somatic genomic landscape of human gliomas has been reported. Last, screening of 101 anti-cancer compounds identifies three molecules specifically targeting transformed iNPCs and primary GTICs. Metabolic modulation compromises GTIC viability.	NOT_ENOUGH_INFO
632	Fz/PCP-dependent Pk localizes to the anterior membrane of neuroectoderm cells during zebrafish neuralation	These results reveal a function for PCP signalling in coupling cell division and morphogenesis at neurulation and indicate a previously unrecognized mechanism that might underlie NTDs. We demonstrate that non-canonical Wnt/PCP signalling polarizes neural progenitors along the anteroposterior axis. Environmental and genetic aberrations lead to neural tube closure defects (NTDs) in 1 out of every 1,000 births.	NOT_ENOUGH_INFO
633	Fz/PCP-dependent Pk localizes to the anterior membrane of notochord cells during zebrafish neuralation.	Loss of zebrafish Vangl2 (in trilobite mutants) abolishes the polarization of neural keel cells, disrupts re-intercalation of daughter cells into the neuroepithelium, and results in ectopic neural progenitor accumulations and NTDs.	NOT_ENOUGH_INFO
634	GATA-3 is important for hematopoietic stem cell (HSC) function.	In the present study, we show that Gata3-null mutant mice generate fewer LT-HSCs and that fewer Gata3-null LT-HSCs are in cycle. Furthermore, Gata3 mutant hematopoietic progenitor cells fail to be recruited into an increased cycling state after 5-fluorouracil-induced myelosuppression. Therefore, GATA-3 is required for the maintenance of a normal number of LT-HSCs and for their entry into the cell cycle.	SUPPORTS
635	Gene expression does not vary appreciably across genetically identical cells.	Genetically identical cells sharing an environment can display markedly different phenotypes.	REFUTES
636	Glycolysis is one of the primary glycometabolic pathways in cells.	We demonstrate that glycolysis provides ATP for the FAT of vesicles.	SUPPORTS
637	Headaches are not correlated with cognitive impairment.	Evidence was lacking for cognitive impairment for any headache type with or without brain lesions.   	SUPPORTS
638	Healthcare delivery efficiency in crowded delivery centers is impaired by improving structural, logistical, and interpersonal elements.	"We modeled uncertainty in the annual resource requirements for antiretroviral drugs, laboratory tests, and facility-level personnel and overhead. Simulated annual numbers of individuals on treatment were derived from three scenarios: (1) continuation of countries' current policies of eligibility for ART, (2) universal adoption of aspects of the WHO 2013 eligibility guidelines, and (3) expanded eligibility as per the WHO 2015 guidelines and meeting the Joint United Nations Programme on HIV/AIDS ""90-90-90"" ART targets. Under the 90-90-90 scenario, 30.4 (95% CI 30.1, 30.7) million adults and 1.68 (95% CI 1.63, 1.73) million children could receive treatment by 2020. We estimate that 25.7 (95% CI 25.5, 26.0) million adults and 1.57 (95% CI 1.55, 1.60) million children could receive ART by 2020 if countries maintain current eligibility plans and increase coverage based on historical rates, which may be ambitious. If countries uniformly adopt aspects of the WHO 2013 guidelines, 26.5 (95% CI 26.0 27.0) million adults and 1.53 (95% CI 1.52, 1.55) million children could be on ART by 2020."	NOT_ENOUGH_INFO
639	Helminths interfere with immune system control of macrophages activated by IL-4 favor Mycobacterium tuberculosis replication.	Autophagy is a recently recognized immune effector mechanism against intracellular pathogens. Here, we report that Th2 cytokines affect autophagy in macrophages and their ability to control intracellular M. tuberculosis.	NOT_ENOUGH_INFO
640	Hematopoietic Stem Cell purification reaches purity rate of up to 50%.	To gain deeper insight into the gene expression program of murine HSCs, we combined single-cell functional assays with flow cytometric index sorting and single-cell gene expression assays.	NOT_ENOUGH_INFO
641	High-sensitivity cardiac troponin T (HSCT-T) dosage may not be diagnostic if the onset of symptoms occurs less than 3 hours before acute myocardial injury (AMI).	However, this method should be part of a comprehensive triage strategy and may not be appropriate for patients who present less than three hours after symptom onset.	SUPPORTS
642	Histone demethylase recruitment and a transient decrease in histone methylation is necessary for ligand-dependent induction of transcription by nuclear receptors.	This strategy, based at least in part on an HMT-dependent inhibitory histone code, imposes a requirement for specific histone demethylases, including LSD1, to permit ligand- and signal-dependent activation of regulated gene expression.	SUPPORTS
643	Homozygous deletion of murine Sbds gene from osterix-expressing mesenchymal stem and progenitor cells (MPCs) prevents oxidative stress.	Massive parallel RNA sequencing of highly purified mesenchymal cells in the SDS mouse model and a range of human pre-leukemic syndromes identified p53-S100A8/9-TLR inflammatory signaling as a common driving mechanism of genotoxic stress. Transcriptional activation of this signaling axis in the mesenchymal niche predicted leukemic evolution and progression-free survival in myelodysplastic syndrome (MDS), the principal leukemia predisposition syndrome. Here, we show that perturbation of mesenchymal cells in a mouse model of the pre-leukemic disorder Shwachman-Diamond syndrome (SDS) induces mitochondrial dysfunction, oxidative stress, and activation of DNA damage responses in hematopoietic stem and progenitor cells.	NOT_ENOUGH_INFO
644	Hyperfibrinogenemia increases rates of femoropopliteal bypass thrombosis.	RESULTS Markers for smoking (blood carboxyhaemoglobin concentration (p less than 0.05) and plasma thiocyanate concentration (p less than 0.01) and plasma concentrations of fibrinogen (p less than 0.001) and apolipoproteins AI (p less than 0.04) and (a) (p less than 0.05) were significantly higher in patients with occluded grafts. Patency was significantly higher by life table analysis in patients with a plasma fibrinogen concentration below the median than in those with a concentration above (90% v 57%, p less than 0.0002). CONCLUSIONS Plasma fibrinogen concentration was the most important variable predicting graft occlusion, followed by smoking markers. A more forceful approach is needed to stop patients smoking; therapeutic measures to improve patency of vein grafts should focus on decreasing plasma fibrinogen concentration rather than serum cholesterol concentration.	SUPPORTS
645	Hypertension is frequently observed in type 1 diabetes patients.	Blood glucose concentration one hour after a glucose load was an independent predictor of future hypertension. Those men between the second and third tertiles of blood glucose concentration in 1968 had a significantly higher risk of developing hypertension (odds ratio 1.71, 95% confidence interval 1.05 to 2.77) compared with those below the first tertile.    DESIGN Retrospective analysis of the results of a health check up in a group of clinically healthy middle aged men in the late 1960s (median year 1968).	NOT_ENOUGH_INFO
646	Hypocretin neurones induce panicprone state in rats.	Here we show that activation of ORX-synthesizing neurons is necessary for developing a panic-prone state in the rat panic model, and either silencing of the hypothalamic gene encoding ORX (Hcrt) with RNAi or systemic ORX-1 receptor antagonists blocks the panic responses.	SUPPORTS
647	Hypoglycemia increases the risk of dementia.	Compared with patients with no hypoglycemia, patients with single or multiple episodes had a graded increase in risk with fully adjusted hazard ratios (HRs): for 1 episode (HR, 1.26; 95% confidence interval [CI], 1.10-1.49); 2 episodes (HR, 1.80; 95% CI, 1.37-2.36); and 3 or more episodes (HR, 1.94; 95% CI, 1.42-2.64). CONCLUSIONS Among older patients with type 2 diabetes, a history of severe hypoglycemic episodes was associated with a greater risk of dementia.	SUPPORTS
648	Hypothalamic glutamate neurotransmission is crucial to energy balance.	These mice have hypoglycemia during fasting secondary to impaired fasting-induced increases in the glucose-raising pancreatic hormone glucagon and impaired induction in liver of mRNAs encoding PGC-1alpha and the gluconeogenic enzymes PEPCK and G6Pase.	SUPPORTS
649	IFIT1 restricts viral replication by sequestrating mis-capped viral RNAs.	Consequently, endogenous mRNA activated the RIG-I(H830A) mutant but not wild-type RIG-I. Similarly, knockdown of the endogenous N1-2'O-methyltransferase led to considerable RIG-I stimulation in the absence of exogenous stimuli. Here we show that the methylation status of endogenous capped mRNA at the 5'-terminal nucleotide (N1) was crucial to prevent RIG-I activation. The cytosolic helicase retinoic acid-inducible gene-I (RIG-I) initiates immune responses to most RNA viruses by detecting viral 5'-triphosphorylated RNA (pppRNA). Studies involving yellow-fever-virus-encoded 2'O-methyltransferase and RIG-I(H830A) revealed that viruses exploit this mechanism to escape RIG-I. Our data reveal a new role for cap N1-2'O-methylation in RIG-I tolerance of self-RNA. H830A alteration (RIG-I(H830A)) restored binding of N1-2'O-methylated pppRNA. Although endogenous mRNA is also 5'-triphosphorylated, backbone modifications and the 5'-ppp-linked methylguanosine ((m7)G) cap prevent immunorecognition.	NOT_ENOUGH_INFO
650	IRG1 has antiviral effects against neurotropic viruses.	By transducing cortical neurons with genes that were expressed more highly in granule cell neurons, we identified three interferon-stimulated genes (ISGs; Ifi27, Irg1 and Rsad2 (also known as Viperin)) that mediated the antiviral effects against different neurotropic viruses.	SUPPORTS
